71726,a.1.1.2,d1jl7a_,group1
71725,a.1.1.2,d1jl6a_,group1
71643,a.1.1.2,d1jf4a_,group1
71642,a.1.1.2,d1jf3a_,group1
15014,a.1.1.2,d2hbga_,group1
15015,a.1.1.2,d1hbga_,group1
15017,a.1.1.2,d1vrea_,group1
15016,a.1.1.2,d1vrfa_,group1
46469,a.1.1.2,-,group1
46470,a.1.1.2,-,group1
15018,a.1.1.2,d1a6ma_,group1
85505,a.1.1.2,d1naza_,group1
146883,a.1.1.2,d2ekta1,group1
15019,a.1.1.2,d1a6ka_,group1
15020,a.1.1.2,d1bzpa_,group1
15023,a.1.1.2,d1bzra_,group1
15024,a.1.1.2,d1bz6a_,group1
15021,a.1.1.2,d1a6ga_,group1
119621,a.1.1.2,d1u7ra1,group1
15022,a.1.1.2,d1a6na_,group1
154183,a.1.1.2,d2z6ta1,group1
67376,a.1.1.2,d1jw8a_,group1
90542,a.1.1.2,d1h1xa_,group1
154182,a.1.1.2,d2z6sa1,group1
15026,a.1.1.2,d1dxca_,group1
15025,a.1.1.2,d1dxda_,group1
146884,a.1.1.2,d2ekua1,group1
103835,a.1.1.2,d1j3fa_,group1
119622,a.1.1.2,d1u7sa1,group1
119893,a.1.1.2,d1v9qa1,group1
15031,a.1.1.2,d1bvca_,group1
132433,a.1.1.2,d2evka1,group1
15049,a.1.1.2,d1do1a_,group1
15027,a.1.1.2,d1bvda_,group1
91495,a.1.1.2,d1myza_,group1
138322,a.1.1.2,d2jhoa1,group1
15029,a.1.1.2,d1cioa_,group1
15030,a.1.1.2,d2mbwa_,group1
85477,a.1.1.2,d1n9xa_,group1
134509,a.1.1.2,d2g11a1,group1
134510,a.1.1.2,d2g12a1,group1
134511,a.1.1.2,d2g14a1,group1
15028,a.1.1.2,d1co9a_,group1
85238,a.1.1.2,d1mz0a_,group1
121346,a.1.1.2,d1wvpa1,group1
73507,a.1.1.2,d1l2ka_,group1
134502,a.1.1.2,d2g0va1,group1
15077,a.1.1.2,d1do3a_,group1
85467,a.1.1.2,d1n9ia_,group1
134507,a.1.1.2,d2g0za1,group1
134505,a.1.1.2,d2g0xa1,group1
134508,a.1.1.2,d2g10a1,group1
91126,a.1.1.2,d1luea_,group1
107815,a.1.1.2,d1ufja_,group1
15039,a.1.1.2,d1cika_,group1
85466,a.1.1.2,d1n9ha_,group1
15033,a.1.1.2,d1mbda_,group1
15034,a.1.1.2,d1absa_,group1
15036,a.1.1.2,d1vxha_,group1
15051,a.1.1.2,d1f65a_,group1
15037,a.1.1.2,d1yoha_,group1
15035,a.1.1.2,d1yoia_,group1
15041,a.1.1.2,d104ma_,group1
15115,a.1.1.2,d1do4a_,group1
128731,a.1.1.2,d2blia1,group1
15038,a.1.1.2,d1vxfa_,group1
15045,a.1.1.2,d2spma_,group1
15050,a.1.1.2,d110ma_,group1
15040,a.1.1.2,d1yoga_,group1
15042,a.1.1.2,d1vxda_,group1
15061,a.1.1.2,d1ofka_,group1
15064,a.1.1.2,d1ch2a_,group1
15065,a.1.1.2,d1ofja_,group1
67010,a.1.1.2,d1jp9a_,group1
128730,a.1.1.2,d2blha1,group1
134498,a.1.1.2,d2g0sa1,group1
15044,a.1.1.2,d2myea_,group1
15046,a.1.1.2,d1hjta_,group1
15060,a.1.1.2,d1ltwa_,group1
15063,a.1.1.2,d109ma_,group1
15062,a.1.1.2,d1ch9a_,group1
15072,a.1.1.2,d1f63a_,group1
85465,a.1.1.2,d1n9fa_,group1
146762,a.1.1.2,d2eb8a1,group1
15032,a.1.1.2,d1mbca_,group1
15057,a.1.1.2,d1mlla_,group1
15056,a.1.1.2,d2mgea_,group1
15054,a.1.1.2,d1myma_,group1
15053,a.1.1.2,d2spoa_,group1
15052,a.1.1.2,d1mtja_,group1
15058,a.1.1.2,d1mlsa_,group1
15067,a.1.1.2,d1ajga_,group1
15074,a.1.1.2,d1dtia_,group1
15073,a.1.1.2,d102ma_,group1
129326,a.1.1.2,d2bw9m1,group1
67013,a.1.1.2,d1jpba_,group1
132439,a.1.1.2,d2evpa1,group1
15043,a.1.1.2,d1vxca_,group1
15047,a.1.1.2,d2spla_,group1
15068,a.1.1.2,d1ajha_,group1
15075,a.1.1.2,d2spna_,group1
15130,a.1.1.2,d1do7a_,group1
92405,a.1.1.2,d1o16a_,group1
134497,a.1.1.2,d2g0ra1,group1
15059,a.1.1.2,d1tesa_,group1
15066,a.1.1.2,d1vxea_,group1
15076,a.1.1.2,d1mcya_,group1
15079,a.1.1.2,d1co8a_,group1
15069,a.1.1.2,d2mgga_,group1
15084,a.1.1.2,d1jdoa_,group1
15083,a.1.1.2,d1ch7a_,group1
15048,a.1.1.2,d1vxga_,group1
15080,a.1.1.2,d2mgfa_,group1
15071,a.1.1.2,d2myda_,group1
15090,a.1.1.2,d2mgca_,group1
15091,a.1.1.2,d1obma_,group1
15088,a.1.1.2,d111ma_,group1
15055,a.1.1.2,d1fcsa_,group1
15070,a.1.1.2,d1swma_,group1
90880,a.1.1.2,d1j52a_,group1
15099,a.1.1.2,d1cq2a_,group1
128732,a.1.1.2,d2bljm1,group1
15078,a.1.1.2,d2mgda_,group1
15087,a.1.1.2,d1mlma_,group1
15089,a.1.1.2,d1mboa_,group1
15094,a.1.1.2,d1ch1a_,group1
15101,a.1.1.2,d106ma_,group1
15081,a.1.1.2,d2myba_,group1
15086,a.1.1.2,d1mtka_,group1
15093,a.1.1.2,d1mlua_,group1
146763,a.1.1.2,d2eb9a1,group1
15085,a.1.1.2,d1mloa_,group1
15097,a.1.1.2,d1mgna_,group1
15092,a.1.1.2,d2mgma_,group1
15082,a.1.1.2,d2myca_,group1
15095,a.1.1.2,d1moaa_,group1
15096,a.1.1.2,d1mlra_,group1
15108,a.1.1.2,d1mlka_,group1
15105,a.1.1.2,d1mlha_,group1
15103,a.1.1.2,d1mlfa_,group1
15109,a.1.1.2,d1cp0a_,group1
15111,a.1.1.2,d1ch3a_,group1
15116,a.1.1.2,d1mlja_,group1
15125,a.1.1.2,d101ma_,group1
129365,a.1.1.2,d2bwha1,group1
15106,a.1.1.2,d1mlna_,group1
15102,a.1.1.2,d2mgba_,group1
15107,a.1.1.2,d1moda_,group1
15117,a.1.1.2,d2mgka_,group1
15100,a.1.1.2,d1ebca_,group1
15124,a.1.1.2,d103ma_,group1
15122,a.1.1.2,d107ma_,group1
67005,a.1.1.2,d1jp6a_,group1
146809,a.1.1.2,d2ef2a1,group1
15098,a.1.1.2,d2cmma_,group1
15104,a.1.1.2,d1mlga_,group1
15110,a.1.1.2,d2mgla_,group1
15112,a.1.1.2,d1mlqa_,group1
15123,a.1.1.2,d1cp5a_,group1
15114,a.1.1.2,d1mtia_,group1
15118,a.1.1.2,d2mgia_,group1
15128,a.1.1.2,d105ma_,group1
15131,a.1.1.2,d2myaa_,group1
15113,a.1.1.2,d1moca_,group1
15120,a.1.1.2,d4mbna_,group1
15126,a.1.1.2,d5mbna_,group1
15121,a.1.1.2,d1mbia_,group1
15119,a.1.1.2,d2mgja_,group1
15129,a.1.1.2,d2mgha_,group1
67009,a.1.1.2,d1jp8a_,group1
107818,a.1.1.2,d1ufpa_,group1
15127,a.1.1.2,d1ch5a_,group1
15135,a.1.1.2,d112ma_,group1
15144,a.1.1.2,d1iopa_,group1
15133,a.1.1.2,d2mgaa_,group1
15134,a.1.1.2,d1moba_,group1
15136,a.1.1.2,d1cpwa_,group1
15132,a.1.1.2,d1spea_,group1
15142,a.1.1.2,d108ma_,group1
15137,a.1.1.2,d1duoa_,group1
15141,a.1.1.2,d1irca_,group1
15138,a.1.1.2,d2mb5a_,group1
15140,a.1.1.2,d1dtma_,group1
15139,a.1.1.2,d1vxaa_,group1
15143,a.1.1.2,d1duka_,group1
131301,a.1.1.2,d2d6ca1,group1
131302,a.1.1.2,d2d6cb1,group1
15145,a.1.1.2,d1vxba_,group1
15146,a.1.1.2,d1mbna_,group1
15148,a.1.1.2,d1f6ha_,group1
15147,a.1.1.2,d1myfa_,group1
46471,a.1.1.2,-,group1
15149,a.1.1.2,d1mbaa_,group1
15150,a.1.1.2,d2fala_,group1
15151,a.1.1.2,d5mbaa_,group1
15153,a.1.1.2,d1dm1a_,group1
15152,a.1.1.2,d3mbaa_,group1
15155,a.1.1.2,d4mbaa_,group1
15154,a.1.1.2,d2fama_,group1
46472,a.1.1.2,-,group1
15156,a.1.1.2,d1mbsa_,group1
46473,a.1.1.2,-,group1
15157,a.1.1.2,d1mwca_,group1
15158,a.1.1.2,d1mwcb_,group1
15159,a.1.1.2,d1mwda_,group1
15160,a.1.1.2,d1mwdb_,group1
15163,a.1.1.2,d1m6ma_,group1
15164,a.1.1.2,d1m6mb_,group1
15165,a.1.1.2,d1m6ca_,group1
15166,a.1.1.2,d1m6cb_,group1
15167,a.1.1.2,d1mnoa_,group1
15168,a.1.1.2,d1mnob_,group1
15161,a.1.1.2,d1myga_,group1
15162,a.1.1.2,d1mygb_,group1
15169,a.1.1.2,d1mdna_,group1
15170,a.1.1.2,d1mdnb_,group1
15171,a.1.1.2,d1myja_,group1
15172,a.1.1.2,d1myjb_,group1
15173,a.1.1.2,d1mnia_,group1
15174,a.1.1.2,d1mnib_,group1
15181,a.1.1.2,d1mnka_,group1
15182,a.1.1.2,d1mnkb_,group1
15175,a.1.1.2,d1myia_,group1
15176,a.1.1.2,d1myib_,group1
15179,a.1.1.2,d1mnja_,group1
15180,a.1.1.2,d1mnjb_,group1
15177,a.1.1.2,d1myha_,group1
15178,a.1.1.2,d1myhb_,group1
15183,a.1.1.2,d1ycba_,group1
15184,a.1.1.2,d1ycbb_,group1
15187,a.1.1.2,d1mnha_,group1
15188,a.1.1.2,d1pmba_,group1
15189,a.1.1.2,d1pmbb_,group1
15185,a.1.1.2,d1ycaa_,group1
15186,a.1.1.2,d1ycab_,group1
46474,a.1.1.2,-,group1
140055,a.1.1.2,d2v1fa1,group1
140058,a.1.1.2,d2v1ia1,group1
140060,a.1.1.2,d2v1ka1,group1
133987,a.1.1.2,d2frfa1,group1
140057,a.1.1.2,d2v1ha1,group1
140054,a.1.1.2,d2v1ea1,group1
140056,a.1.1.2,d2v1ga1,group1
133992,a.1.1.2,d2frkx1,group1
133991,a.1.1.2,d2frjx1,group1
70191,a.1.1.2,d1gjna_,group1
140059,a.1.1.2,d2v1ja1,group1
153310,a.1.1.2,d2vlza1,group1
15190,a.1.1.2,d1dwta_,group1
153311,a.1.1.2,d2vm0a1,group1
15191,a.1.1.2,d1dwsa_,group1
133990,a.1.1.2,d2frix1,group1
153309,a.1.1.2,d2vlya1,group1
15192,a.1.1.2,d1dwra_,group1
148614,a.1.1.2,d2o5sx1,group1
148612,a.1.1.2,d2o5ox1,group1
15193,a.1.1.2,d1hrma_,group1
148592,a.1.1.2,d2o58x1,group1
148611,a.1.1.2,d2o5mx1,group1
148610,a.1.1.2,d2o5lx1,group1
148615,a.1.1.2,d2o5tx1,group1
86438,a.1.1.2,d1nz3a_,group1
92037,a.1.1.2,d1npga_,group1
15194,a.1.1.2,d1xcha_,group1
15196,a.1.1.2,d1rsea_,group1
15195,a.1.1.2,d1wlaa_,group1
86440,a.1.1.2,d1nz5a_,group1
148390,a.1.1.2,d2nsra1,group1
92036,a.1.1.2,d1npfa_,group1
86437,a.1.1.2,d1nz2a_,group1
148613,a.1.1.2,d2o5qx1,group1
86439,a.1.1.2,d1nz4a_,group1
15197,a.1.1.2,d1bjea_,group1
15198,a.1.1.2,d1hsya_,group1
148391,a.1.1.2,d2nssa1,group1
148595,a.1.1.2,d2o5bx1,group1
15199,a.1.1.2,d1ymba_,group1
137523,a.1.1.2,d2in4a1,group1
15200,a.1.1.2,d1ymca_,group1
15201,a.1.1.2,d1azia_,group1
15202,a.1.1.2,d1ymaa_,group1
46475,a.1.1.2,-,group1
15203,a.1.1.2,d2mm1a_,group1
46476,a.1.1.2,-,group1
15204,a.1.1.2,d1emya_,group1
46477,a.1.1.2,-,group1
15205,a.1.1.2,d1lhta_,group1
15206,a.1.1.2,d1lhsa_,group1
46478,a.1.1.2,-,group1
15207,a.1.1.2,d1myta_,group1
46479,a.1.1.2,-,group1
46480,a.1.1.2,-,group1
15208,a.1.1.2,d1ecoa_,group1
15211,a.1.1.2,d1ecda_,group1
15209,a.1.1.2,d1ecaa_,group1
15210,a.1.1.2,d1ecna_,group1
46481,a.1.1.2,-,group1
46482,a.1.1.2,-,group1
15212,a.1.1.2,d2gdma_,group1
15213,a.1.1.2,d1gdja_,group1
15214,a.1.1.2,d1gdia_,group1
15216,a.1.1.2,d1gdla_,group1
15215,a.1.1.2,d1gdka_,group1
15217,a.1.1.2,d2lh1a_,group1
15220,a.1.1.2,d2lh2a_,group1
15219,a.1.1.2,d2lh5a_,group1
15226,a.1.1.2,d1lh2a_,group1
15218,a.1.1.2,d2lh7a_,group1
15224,a.1.1.2,d2lh3a_,group1
15227,a.1.1.2,d1lh5a_,group1
15222,a.1.1.2,d1lh1a_,group1
15225,a.1.1.2,d2lh6a_,group1
15223,a.1.1.2,d1lh7a_,group1
15221,a.1.1.2,d1lh3a_,group1
15228,a.1.1.2,d1lh6a_,group1
46483,a.1.1.2,-,group1
15229,a.1.1.2,d1fsla_,group1
15230,a.1.1.2,d1fslb_,group1
15231,a.1.1.2,d1bina_,group1
15232,a.1.1.2,d1binb_,group1
46484,a.1.1.2,-,group1
46485,a.1.1.2,-,group1
15233,a.1.1.2,d1d8ua_,group1
15234,a.1.1.2,d1d8ub_,group1
46486,a.1.1.2,-,group1
46487,a.1.1.2,-,group1
131583,a.1.1.2,d2dn3a1,group1
66286,a.1.1.2,d1irda_,group1
131577,a.1.1.2,d2dn1a1,group1
131579,a.1.1.2,d2dn2a1,group1
131581,a.1.1.2,d2dn2c1,group1
84096,a.1.1.2,d1j40a_,group1
84098,a.1.1.2,d1j40c_,group1
84100,a.1.1.2,d1j40e_,group1
84102,a.1.1.2,d1j40g_,group1
84104,a.1.1.2,d1j41a_,group1
84106,a.1.1.2,d1j41c_,group1
84108,a.1.1.2,d1j41e_,group1
84110,a.1.1.2,d1j41g_,group1
131284,a.1.1.2,d2d5za1,group1
131286,a.1.1.2,d2d5zc1,group1
99438,a.1.1.2,d1uiwa_,group1
99440,a.1.1.2,d1uiwc_,group1
99442,a.1.1.2,d1uiwe_,group1
99444,a.1.1.2,d1uiwg_,group1
84080,a.1.1.2,d1j3ya_,group1
84082,a.1.1.2,d1j3yc_,group1
84084,a.1.1.2,d1j3ye_,group1
84086,a.1.1.2,d1j3yg_,group1
84088,a.1.1.2,d1j3za_,group1
84090,a.1.1.2,d1j3zc_,group1
84092,a.1.1.2,d1j3ze_,group1
84094,a.1.1.2,d1j3zg_,group1
15235,a.1.1.2,d1baba_,group1
15236,a.1.1.2,d1babc_,group1
15237,a.1.1.2,d1bz0a_,group1
15238,a.1.1.2,d1bz0c_,group1
92095,a.1.1.2,d1ns9a_,group1
66426,a.1.1.2,d1j7ya_,group1
66428,a.1.1.2,d1j7yc_,group1
92051,a.1.1.2,d1nqpa_,group1
92053,a.1.1.2,d1nqpc_,group1
15239,a.1.1.2,d1bzza_,group1
15240,a.1.1.2,d1bzzc_,group1
15241,a.1.1.2,d1bz1a_,group1
15242,a.1.1.2,d1bz1c_,group1
15247,a.1.1.2,d1a3na_,group1
15248,a.1.1.2,d1a3nc_,group1
15249,a.1.1.2,d1qsha_,group1
15250,a.1.1.2,d1qshc_,group1
15245,a.1.1.2,d2hhba_,group1
15246,a.1.1.2,d2hhbc_,group1
15269,a.1.1.2,d1dxua_,group1
15270,a.1.1.2,d1dxuc_,group1
15259,a.1.1.2,d1dxva_,group1
15260,a.1.1.2,d1dxvc_,group1
124112,a.1.1.2,d1yvqa1,group1
124114,a.1.1.2,d1yvqc1,group1
112083,a.1.1.2,d1shra_,group1
112085,a.1.1.2,d1shrc_,group1
15261,a.1.1.2,d1c7ca1,group1
15262,a.1.1.2,d1c7ca2,group1
96523,a.1.1.2,d1qxea_,group1
96525,a.1.1.2,d1qxec_,group1
15243,a.1.1.2,d1thba_,group1
15244,a.1.1.2,d1thbc_,group1
15257,a.1.1.2,d1qsia_,group1
15258,a.1.1.2,d1qsic_,group1
15267,a.1.1.2,d1dxta_,group1
15268,a.1.1.2,d1dxtc_,group1
15263,a.1.1.2,d1qi8a_,group1
15264,a.1.1.2,d1qi8c_,group1
15274,a.1.1.2,d1a3oa_,group1
15275,a.1.1.2,d1a3oc_,group1
124118,a.1.1.2,d1yvta1,group1
67987,a.1.1.2,d1k0ya_,group1
67989,a.1.1.2,d1k0yc_,group1
96836,a.1.1.2,d1r1ya_,group1
96838,a.1.1.2,d1r1yc_,group1
116237,a.1.1.2,d1xz2a_,group1
116239,a.1.1.2,d1xz2c_,group1
81068,a.1.1.2,d1o1oa_,group1
81070,a.1.1.2,d1o1oc_,group1
81072,a.1.1.2,d1o1pa1,group1
81073,a.1.1.2,d1o1pa2,group1
81064,a.1.1.2,d1o1na1,group1
81065,a.1.1.2,d1o1na2,group1
15273,a.1.1.2,d3hhba_,group1
118676,a.1.1.2,d3hhbc_,group1
15276,a.1.1.2,d1c7ba_,group1
15277,a.1.1.2,d1c7bc_,group1
15280,a.1.1.2,d1g9va_,group1
15281,a.1.1.2,d1g9vc_,group1
116640,a.1.1.2,d1ye2a_,group1
116642,a.1.1.2,d1ye2c_,group1
92093,a.1.1.2,d1ns6a_,group1
15251,a.1.1.2,d4hhba_,group1
15252,a.1.1.2,d4hhbc_,group1
15255,a.1.1.2,d1bbba_,group1
15256,a.1.1.2,d1bbbc_,group1
81048,a.1.1.2,d1o1ja1,group1
81049,a.1.1.2,d1o1ja2,group1
15271,a.1.1.2,d1a01a_,group1
15272,a.1.1.2,d1a01c_,group1
131288,a.1.1.2,d2d60a1,group1
131290,a.1.1.2,d2d60c1,group1
97722,a.1.1.2,d1rq3a_,group1
97724,a.1.1.2,d1rq3c_,group1
15278,a.1.1.2,d1c7da1,group1
15279,a.1.1.2,d1c7da2,group1
15265,a.1.1.2,d1sdka_,group1
15266,a.1.1.2,d1sdkc_,group1
15253,a.1.1.2,d1sdla_,group1
15254,a.1.1.2,d1sdlc_,group1
116250,a.1.1.2,d1xz7a_,group1
116252,a.1.1.2,d1xz7c_,group1
15288,a.1.1.2,d1abwa1,group1
15289,a.1.1.2,d1abwa2,group1
15282,a.1.1.2,d1vwta_,group1
15283,a.1.1.2,d1vwtc_,group1
15284,a.1.1.2,d1gbua_,group1
15285,a.1.1.2,d1gbuc_,group1
81060,a.1.1.2,d1o1ma1,group1
81061,a.1.1.2,d1o1ma2,group1
81052,a.1.1.2,d1o1ka_,group1
81054,a.1.1.2,d1o1kc_,group1
81056,a.1.1.2,d1o1la1,group1
81057,a.1.1.2,d1o1la2,group1
116432,a.1.1.2,d1y45a_,group1
116434,a.1.1.2,d1y45c_,group1
116241,a.1.1.2,d1xz4a_,group1
116243,a.1.1.2,d1xz4c_,group1
116448,a.1.1.2,d1y4ga_,group1
116450,a.1.1.2,d1y4gc_,group1
116444,a.1.1.2,d1y4fa_,group1
116446,a.1.1.2,d1y4fc_,group1
116466,a.1.1.2,d1y4va_,group1
116468,a.1.1.2,d1y4vc_,group1
15292,a.1.1.2,d1clsa_,group1
15293,a.1.1.2,d1clsc_,group1
15294,a.1.1.2,d1buwa_,group1
15295,a.1.1.2,d1buwc_,group1
15296,a.1.1.2,d2hbsa_,group1
15297,a.1.1.2,d2hbsc_,group1
15298,a.1.1.2,d2hbse_,group1
15299,a.1.1.2,d2hbsg_,group1
116312,a.1.1.2,d1y0wa_,group1
116314,a.1.1.2,d1y0wc_,group1
15290,a.1.1.2,d1a00a_,group1
15291,a.1.1.2,d1a00c_,group1
15300,a.1.1.2,d1hbba_,group1
15301,a.1.1.2,d1hbbc_,group1
15302,a.1.1.2,d1a0za_,group1
15303,a.1.1.2,d1a0zc_,group1
84382,a.1.1.2,d1kd2a_,group1
84384,a.1.1.2,d1kd2c_,group1
15304,a.1.1.2,d6hbwa_,group1
15305,a.1.1.2,d6hbwc_,group1
116452,a.1.1.2,d1y4pa_,group1
116454,a.1.1.2,d1y4pc_,group1
123172,a.1.1.2,d1yhea1,group1
123174,a.1.1.2,d1yhec1,group1
116207,a.1.1.2,d1xxta_,group1
116209,a.1.1.2,d1xxtc_,group1
66421,a.1.1.2,d1j7wa_,group1
66423,a.1.1.2,d1j7wc_,group1
116552,a.1.1.2,d1y83a_,group1
116554,a.1.1.2,d1y83c_,group1
116548,a.1.1.2,d1y7za_,group1
116550,a.1.1.2,d1y7zc_,group1
97712,a.1.1.2,d1rpsa_,group1
97714,a.1.1.2,d1rpsc_,group1
116528,a.1.1.2,d1y7da_,group1
116530,a.1.1.2,d1y7dc_,group1
66417,a.1.1.2,d1j7sa_,group1
66419,a.1.1.2,d1j7sc_,group1
123293,a.1.1.2,d1yiha1,group1
123294,a.1.1.2,d1yihc1,group1
116281,a.1.1.2,d1y09a_,group1
116283,a.1.1.2,d1y09c_,group1
116440,a.1.1.2,d1y4ba_,group1
116442,a.1.1.2,d1y4bc_,group1
111910,a.1.1.2,d1rqaa_,group1
111912,a.1.1.2,d1rqac_,group1
15312,a.1.1.2,d2hhda_,group1
15313,a.1.1.2,d2hhdc_,group1
77227,a.1.1.2,d1k1ka_,group1
116211,a.1.1.2,d1xy0a_,group1
116213,a.1.1.2,d1xy0c_,group1
116476,a.1.1.2,d1y5ja_,group1
116478,a.1.1.2,d1y5jc_,group1
15320,a.1.1.2,d1hdba_,group1
15321,a.1.1.2,d1hdbc_,group1
116419,a.1.1.2,d1y2za_,group1
116421,a.1.1.2,d1y2zc_,group1
97726,a.1.1.2,d1rq4a_,group1
97728,a.1.1.2,d1rq4c_,group1
96834,a.1.1.2,d1r1xa_,group1
15310,a.1.1.2,d1gbva_,group1
15311,a.1.1.2,d1gbvc_,group1
116266,a.1.1.2,d1xzva_,group1
116268,a.1.1.2,d1xzvc_,group1
116293,a.1.1.2,d1y0da_,group1
116295,a.1.1.2,d1y0dc_,group1
116306,a.1.1.2,d1y0ta_,group1
116308,a.1.1.2,d1y0tc_,group1
116556,a.1.1.2,d1y85a_,group1
116558,a.1.1.2,d1y85c_,group1
123012,a.1.1.2,d1yeoa1,group1
123014,a.1.1.2,d1yeoc1,group1
116217,a.1.1.2,d1xyea_,group1
116219,a.1.1.2,d1xyec_,group1
73945,a.1.1.2,d1ljwa_,group1
15316,a.1.1.2,d1hbaa_,group1
15317,a.1.1.2,d1hbac_,group1
116427,a.1.1.2,d1y35a_,group1
116429,a.1.1.2,d1y35c_,group1
116245,a.1.1.2,d1xz5a_,group1
116247,a.1.1.2,d1xz5c_,group1
116456,a.1.1.2,d1y4qa_,group1
116458,a.1.1.2,d1y4qc_,group1
15322,a.1.1.2,d1a0ua_,group1
15323,a.1.1.2,d1a0uc_,group1
116480,a.1.1.2,d1y5ka_,group1
116482,a.1.1.2,d1y5kc_,group1
124279,a.1.1.2,d1yzia1,group1
123164,a.1.1.2,d1yh9a1,group1
123166,a.1.1.2,d1yh9c1,group1
116472,a.1.1.2,d1y5fa_,group1
116474,a.1.1.2,d1y5fc_,group1
116390,a.1.1.2,d1y22a_,group1
116392,a.1.1.2,d1y22c_,group1
116285,a.1.1.2,d1y0aa_,group1
116287,a.1.1.2,d1y0ac_,group1
116660,a.1.1.2,d1yeva_,group1
116662,a.1.1.2,d1yevc_,group1
15333,a.1.1.2,d1dkea_,group1
15334,a.1.1.2,d1dkec_,group1
15324,a.1.1.2,d2hbca_,group1
